public_essay_id,split,language,rater_score,rater_cefr_level,rater_pass_fail,automarker_score,automarker_confidence,automarker_cefr_level,automarker_pass_fail
essay_44c0f4919f4e483f,test,Portuguese,7,B2,pass,5.567,0.955887,B1,pass
essay_06fc51cadc704aad,test,Portuguese,1,A2,fail,1.0,0.951183,A2,fail
essay_58e96b27cdfb47e4,test,Greek,3,A2,fail,5.634,0.862505,B1,pass
essay_602e882b8c29467f,test,Polish,6,B1,pass,8.047,0.5,B2,pass
essay_6311a3495ad94ff2,test,Hindi,1,A2,fail,1.0,0.878222,A2,fail
essay_1d4a2c50bd714787,test,Spanish,6,B1,pass,5.735,0.953741,B1,pass
essay_33a589c271674a95,test,Hindi,4,B1,fail,3.36,0.737927,A2,fail
essay_c002e3421e7146f2,test,Italian,5,B1,pass,5.734,0.846947,B1,pass
essay_142d22044c2247c3,test,Portuguese,3,A2,fail,4.103,0.884773,B1,fail
essay_d1359a03dcd141f5,test,German,7,B2,pass,6.386,0.977094,B1,pass
essay_89da1d5fb756410b,test,Polish,3,A2,fail,2.872,0.809391,A2,fail
essay_099d3403450f4e63,test,Greek,4,B1,fail,5.056,0.872011,B1,pass
essay_78edd3c1beac48e2,test,Romanian,7,B2,pass,9.104,0.891275,C1,pass
essay_1f67a010dc9044ea,test,Portuguese,1,A2,fail,1.0,0.74081,A2,fail
essay_f5e850e4ae194cbf,test,Dutch,7,B2,pass,7.978,0.813165,B2,pass
essay_6604c5279d3f4515,test,Spanish,8,B2,pass,9.77,0.793159,C1,pass
essay_d7a4b80815aa4ca7,test,Dutch,5,B1,pass,5.057,0.695406,B1,pass
essay_5ff63d7ce7a240a8,test,Greek,2,A2,fail,3.466,0.727536,A2,fail
essay_c01566f1e8fe445f,test,Greek,8,B2,pass,6.884,0.943491,B2,pass
essay_a07aeef5aae34c08,test,Turkish,6,B1,pass,6.531,0.87548,B2,pass
essay_7bfa901e3da7401b,test,Polish,4,B1,fail,5.397,0.651162,B1,pass
essay_a29cc22fc01f434f,test,Polish,7,B2,pass,6.333,0.976432,B1,pass
essay_2272db84b3a24a4f,test,Romanian,9,C1,pass,10.0,0.920826,C1,pass
essay_205d1dade21c420e,test,Spanish,7,B2,pass,7.652,0.695801,B2,pass
essay_80f04cda32614343,test,Polish,2,A2,fail,1.0,0.969906,A2,fail
essay_2dfb906b266b4895,test,Portuguese,9,C1,pass,8.455,0.963065,B2,pass
essay_f85dea3a69e24bf1,test,Greek,4,B1,fail,4.039,0.957454,B1,fail
essay_5726d296ae9f4f7b,test,Dutch,9,C1,pass,8.189,0.680772,B2,pass
essay_0563cb2cd1c64c75,test,Greek,2,A2,fail,1.802,0.731113,A2,fail
essay_7c89b0443f8743f5,test,German,8,B2,pass,8.958,0.656717,C1,pass
essay_480f38cc723d402b,test,Dutch,3,A2,fail,3.185,0.651324,A2,fail
essay_88597ecea0e741e4,test,English,3,A2,fail,2.617,0.921807,A2,fail
essay_d628d137579b4725,test,Dutch,5,B1,pass,2.981,0.973049,A2,fail
essay_8a8753f7e2ae4070,test,Polish,9,C1,pass,8.304,0.5,B2,pass
essay_c00c079c846d466a,test,Portuguese,4,B1,fail,5.183,0.91366,B1,pass
essay_ee17996d1e7241cf,test,German,5,B1,pass,6.903,0.942035,B2,pass
essay_6a89d79a6dcf4b8a,test,Romanian,9,C1,pass,10.0,0.944592,C1,pass
essay_85f66a88eaa4442d,test,Polish,9,C1,pass,8.22,0.797621,B2,pass
essay_4978edb6f4684350,test,German,3,A2,fail,3.188,0.895985,A2,fail
essay_77d5578dc27446cb,test,Dutch,9,C1,pass,9.531,0.992499,C1,pass
essay_6692d4c65e13477e,test,Turkish,6,B1,pass,6.047,0.972374,B1,pass
essay_2681b858e5bd4df5,test,Portuguese,8,B2,pass,8.484,0.898613,B2,pass
essay_acd6ea5625b14b31,test,French,4,B1,fail,4.409,0.871766,B1,fail
essay_c7e111187d5f4df2,test,German,8,B2,pass,7.641,0.956777,B2,pass
essay_3f92ab2d8175414a,test,Dutch,2,A2,fail,2.883,0.756789,A2,fail
essay_af8225cf2d4e44bb,test,Dutch,8,B2,pass,7.247,0.733068,B2,pass
essay_4eca789f8db94c2d,test,Polish,6,B1,pass,5.87,0.777903,B1,pass
essay_fdbd3323ab164c3d,test,Polish,6,B1,pass,7.029,0.784511,B2,pass
essay_1a94987889084be4,test,Hindi,8,B2,pass,7.633,0.801704,B2,pass
essay_349823a8da874ad2,test,Greek,5,B1,pass,3.777,0.909179,B1,fail
essay_b3505abb6c73492b,test,German,3,A2,fail,1.065,0.694301,A2,fail
essay_76cf50a1b50447ee,test,Italian,1,A2,fail,1.0,0.916743,A2,fail
essay_22248f74a5b94ec9,test,Spanish,2,A2,fail,1.0,0.501949,A2,fail
essay_f6a58ada661a4d32,test,Spanish,9,C1,pass,8.911,0.781828,C1,pass
essay_d49173902e25494d,test,Italian,2,A2,fail,1.0,0.877822,A2,fail
essay_c36015dab5f644fc,test,Dutch,6,B1,pass,5.849,0.553395,B1,pass
essay_86d3a44ce5af4576,test,Hindi,4,B1,fail,3.858,0.912856,B1,fail
essay_1a7b218f1fa54c52,test,Spanish,1,A2,fail,1.0,0.704872,A2,fail
essay_a448315eca954fb7,test,English,1,A2,fail,1.542,0.796666,A2,fail
essay_6c89a35b4dda4c9f,test,Portuguese,9,C1,pass,8.203,0.908634,B2,pass
essay_42659597925a4dcd,test,Polish,6,B1,pass,5.055,0.642963,B1,pass
essay_f8683caf7cb64fa9,test,Italian,2,A2,fail,1.076,0.948696,A2,fail
essay_48af892310cc421d,test,Romanian,1,A2,fail,1.0,0.692496,A2,fail
essay_7e9fed7a068a48d4,test,Greek,2,A2,fail,1.894,0.868699,A2,fail
essay_d824d968559b4b3e,test,German,1,A2,fail,1.0,0.822403,A2,fail
essay_a918b4d041e34f01,test,English,8,B2,pass,8.91,0.553278,C1,pass
essay_9b342b8ea6fa4e47,test,German,9,C1,pass,8.714,0.903828,C1,pass
essay_d7f1ea9cb9734783,test,French,6,B1,pass,6.116,0.820951,B1,pass
essay_06b3e50d6c244f97,test,Greek,6,B1,pass,5.889,0.561165,B1,pass
essay_361fe7c5771c4842,test,Italian,2,A2,fail,1.0,0.61053,A2,fail
essay_84b39c7a6bc2444e,test,French,8,B2,pass,7.449,0.907863,B2,pass
essay_71fa59d31884487c,test,Portuguese,1,A2,fail,1.181,0.893786,A2,fail
essay_c399bb1bc6a945f7,test,German,8,B2,pass,8.22,0.812334,B2,pass
essay_d1e6e82cd5c64c69,test,Hindi,1,A2,fail,1.0,0.932213,A2,fail
essay_66bb7718feb84d65,test,Romanian,7,B2,pass,5.4,0.80791,B1,pass
essay_1f782b5bfc514712,test,Portuguese,6,B1,pass,4.989,0.912281,B1,fail
essay_569d8024bd0344bf,test,Romanian,6,B1,pass,5.056,0.774269,B1,pass
essay_e7a16f9db8414d46,test,English,1,A2,fail,1.557,0.847961,A2,fail
essay_63f9371b887f4fdd,test,Romanian,7,B2,pass,7.269,0.706413,B2,pass
essay_f5bb5455e3d447ab,test,Spanish,7,B2,pass,9.101,0.691095,C1,pass
essay_9eaa4d28670c46f4,test,Hindi,1,A2,fail,2.89,0.686243,A2,fail
essay_dfe8d098144d480f,test,Portuguese,5,B1,pass,5.418,0.769048,B1,pass
essay_e8895e06401d474a,test,French,3,A2,fail,4.183,0.769423,B1,fail
essay_ef601245120348a2,test,Hindi,2,A2,fail,1.537,0.644721,A2,fail
essay_8b0968f8fb184398,test,French,9,C1,pass,7.89,0.972495,B2,pass
essay_a09822309ef54de0,test,German,8,B2,pass,8.591,0.881526,C1,pass
essay_7aea0eb597fe4409,test,Dutch,2,A2,fail,1.0,0.873235,A2,fail
essay_3ea35e414eef4dd1,test,French,8,B2,pass,7.685,0.559397,B2,pass
essay_521d3d7dbd7946cb,test,Greek,1,A2,fail,1.0,0.918432,A2,fail
essay_288753d9495345e2,test,Greek,4,B1,fail,2.523,0.829166,A2,fail
essay_09b6b657583a4325,test,Hindi,5,B1,pass,6.953,0.60908,B2,pass
essay_e6ff0e0145c04e86,test,Dutch,1,A2,fail,1.418,0.679883,A2,fail
essay_1386c00d17a44075,test,Portuguese,3,A2,fail,4.151,0.552324,B1,fail
essay_5917833cba59452a,test,Dutch,6,B1,pass,6.711,0.77557,B2,pass
essay_184583baaade4313,test,Greek,8,B2,pass,7.258,0.807354,B2,pass
essay_5e8d47650d84413c,test,English,7,B2,pass,6.263,0.764173,B1,pass
essay_3d0abb9fd7454a9a,test,Greek,4,B1,fail,3.116,0.87445,A2,fail
essay_b77bae05ad1c47de,test,Polish,5,B1,pass,5.753,0.894409,B1,pass
essay_cbaf80691bc54800,test,Romanian,3,A2,fail,3.172,0.902764,A2,fail
essay_16642b9163b24420,test,Portuguese,3,A2,fail,4.25,0.5,B1,fail
essay_1eb8987affe744dd,test,English,3,A2,fail,2.45,0.957183,A2,fail
essay_05c40793056c4cba,test,Polish,5,B1,pass,5.097,0.830596,B1,pass
essay_6bb0fa0df1cd453e,test,French,7,B2,pass,5.721,0.730732,B1,pass
essay_147116cfa52146b8,test,English,5,B1,pass,5.681,0.815856,B1,pass
essay_84f72c2f42cc480e,test,Portuguese,7,B2,pass,7.241,0.799546,B2,pass
essay_8e2f47ac4e7449af,test,Turkish,9,C1,pass,9.58,0.689477,C1,pass
essay_5cee58baa2014303,test,Turkish,2,A2,fail,3.012,0.798067,A2,fail
essay_735c3c092e85443e,test,Italian,8,B2,pass,7.847,0.687996,B2,pass
essay_bfd1294703a0415f,test,Greek,5,B1,pass,3.515,0.775018,B1,fail
essay_c06944843f76486e,test,French,6,B1,pass,6.753,0.972073,B2,pass
essay_4d022c4f4b014d19,test,Spanish,6,B1,pass,5.199,0.872827,B1,pass
essay_2b8ae7aac22b41cc,test,Dutch,6,B1,pass,7.643,0.5,B2,pass
essay_a932a8d9db364ca0,test,Spanish,8,B2,pass,8.377,0.894102,B2,pass
essay_73dfaa22f48b4f43,test,Spanish,9,C1,pass,8.015,0.633426,B2,pass
essay_7f80d37d3957415f,test,English,1,A2,fail,1.0,0.978514,A2,fail
essay_bcb81b87f11e49bc,test,Spanish,2,A2,fail,1.0,0.838001,A2,fail
essay_009ef2442f4247c0,test,Romanian,2,A2,fail,1.74,0.79966,A2,fail
essay_4511374754cf4d58,test,Turkish,5,B1,pass,4.082,0.892125,B1,fail
essay_fdaf83c7ea804ece,test,Spanish,5,B1,pass,4.801,0.828082,B1,fail
essay_e560e9e697a74881,test,French,2,A2,fail,3.37,0.529204,A2,fail
essay_6cf0c4f8354a4a45,test,Greek,7,B2,pass,7.195,0.833082,B2,pass
essay_0f36b9006fb140f9,test,Turkish,5,B1,pass,5.613,0.559878,B1,pass
essay_a665cdcde45442dd,test,Portuguese,7,B2,pass,6.533,0.695257,B2,pass
essay_a9c4c654e6474449,test,German,5,B1,pass,3.765,0.961092,B1,fail
essay_8314150f8c05442d,test,English,7,B2,pass,6.674,0.817292,B2,pass
essay_c270f63dfea84599,test,Portuguese,4,B1,fail,4.398,0.810611,B1,fail
essay_3362bd851ae44de3,test,Romanian,3,A2,fail,1.901,0.951272,A2,fail
essay_bb1b47e65a904de6,test,German,8,B2,pass,6.781,0.95444,B2,pass
essay_7643f32e5cb84aa7,test,Spanish,6,B1,pass,7.212,0.792545,B2,pass
essay_734ce474b24c458e,test,Portuguese,9,C1,pass,9.232,0.936891,C1,pass
essay_c49aee79b95d4c34,test,Greek,2,A2,fail,1.159,0.875266,A2,fail
essay_5c4dfe09706d4116,test,Portuguese,1,A2,fail,1.0,0.77221,A2,fail
essay_4f0afb9d5b4e4404,test,English,7,B2,pass,7.636,0.619103,B2,pass
essay_8c34d31ef87d4ab9,test,French,3,A2,fail,4.441,0.862559,B1,fail
essay_d88f0f16e1dc4d01,test,Romanian,9,C1,pass,9.381,0.885583,C1,pass
essay_eea50a389c80458b,test,Portuguese,6,B1,pass,5.049,0.684194,B1,pass
essay_3cc1a834176549cd,test,Greek,6,B1,pass,6.379,0.729558,B1,pass
essay_434324ee23074495,test,Hindi,1,A2,fail,2.146,0.836083,A2,fail
essay_f40bd8faa82343a4,test,Polish,4,B1,fail,3.754,0.909962,B1,fail
essay_ef06f196de60475f,test,English,9,C1,pass,10.0,0.908321,C1,pass
essay_fd24d590aaf54471,test,English,5,B1,pass,5.982,0.859252,B1,pass
essay_75d04e63388d4325,test,German,2,A2,fail,1.84,0.908003,A2,fail
essay_5e148f2dbdac4664,test,German,5,B1,pass,5.973,0.851891,B1,pass
essay_124a6ca25940483c,test,German,1,A2,fail,1.0,0.736707,A2,fail
essay_35c22bfadca94632,test,Greek,4,B1,fail,1.145,0.913635,A2,fail
essay_58e90aae5fed4b58,test,Romanian,1,A2,fail,1.045,0.877179,A2,fail
essay_fc4102149b574af8,test,Dutch,1,A2,fail,1.0,0.86912,A2,fail
essay_a2ae075f1ec442a5,test,English,7,B2,pass,5.824,0.774173,B1,pass
essay_2903d80d1b6b4121,test,German,9,C1,pass,10.0,0.806319,C1,pass
essay_c26def40a5d042ff,test,Dutch,3,A2,fail,1.429,0.912733,A2,fail
essay_b0041b84c4e849e6,test,Romanian,9,C1,pass,7.869,0.54961,B2,pass
essay_3e7fb3ac88c74085,test,Polish,3,A2,fail,4.264,0.852885,B1,fail
essay_70b5513e968b407c,test,Italian,7,B2,pass,7.776,0.690258,B2,pass
essay_5543fb348ac34b31,test,Hindi,2,A2,fail,2.199,0.77594,A2,fail
essay_93aab55792664a61,test,Portuguese,9,C1,pass,9.76,0.979539,C1,pass
essay_5dd7994fac494581,test,Italian,6,B1,pass,5.404,0.810465,B1,pass
essay_170ef908b1714f56,test,French,8,B2,pass,8.413,0.735272,B2,pass
essay_ed1e31b877214cc1,test,Polish,7,B2,pass,7.167,0.514036,B2,pass
essay_0fd228b7418d4084,test,Spanish,7,B2,pass,5.89,0.780768,B1,pass
essay_4ec8f6e1b5564049,test,German,3,A2,fail,3.509,0.787807,B1,fail
essay_5c9d35a8d6864a62,test,Hindi,6,B1,pass,7.205,0.669244,B2,pass
essay_0c309bc20c6d4524,test,German,1,A2,fail,1.814,0.965935,A2,fail
essay_5262374ef48c41ed,test,Romanian,5,B1,pass,4.207,0.68526,B1,fail
essay_275e186526be4593,test,Portuguese,3,A2,fail,2.37,0.952755,A2,fail
essay_8d6ba91e716042a8,test,Greek,8,B2,pass,7.107,0.864342,B2,pass
essay_1471543fb71e4a7e,test,Romanian,4,B1,fail,3.604,0.790095,B1,fail
essay_658bd1acb0234f61,test,German,6,B1,pass,5.893,0.916321,B1,pass
essay_0e35001de906409d,test,Romanian,8,B2,pass,9.14,0.980507,C1,pass
essay_14f7e86d04b447cb,test,Greek,3,A2,fail,1.035,0.633117,A2,fail
essay_ceb9df6ca6ae413f,test,German,8,B2,pass,9.773,0.832715,C1,pass
essay_62b17193497d4714,test,French,6,B1,pass,5.556,0.952654,B1,pass
essay_735384a3ab434126,test,Portuguese,9,C1,pass,7.196,0.891674,B2,pass
essay_a6fc58ad59cb45fb,test,Romanian,6,B1,pass,5.135,0.745856,B1,pass
essay_b89080c4cbf44b32,test,Greek,8,B2,pass,9.859,0.912185,C1,pass
essay_9b72bf9f9c6e4515,test,French,5,B1,pass,5.032,0.621792,B1,pass
essay_5c74d4ca292849ee,test,Romanian,2,A2,fail,1.719,0.95678,A2,fail
essay_873aa37d29a54c0c,test,English,5,B1,pass,5.889,0.903805,B1,pass
essay_6678e89fd6294077,test,Italian,7,B2,pass,7.198,0.861234,B2,pass
essay_499cb45cb16f48f2,test,Spanish,2,A2,fail,1.953,0.731443,A2,fail
essay_4558c93703c843b1,test,Polish,3,A2,fail,3.119,0.951684,A2,fail
essay_7a4468b2d20a4fa1,test,Polish,4,B1,fail,2.948,0.678403,A2,fail
essay_80f66c8f5a964670,test,Spanish,7,B2,pass,7.76,0.869327,B2,pass
essay_623bbcd9b0274469,test,Hindi,5,B1,pass,4.883,0.60544,B1,fail
essay_e50b14a908d54f99,test,Hindi,2,A2,fail,2.262,0.593027,A2,fail
essay_6c7d7efdaedd4c42,test,Greek,5,B1,pass,5.23,0.759356,B1,pass
essay_476d54d753a14847,test,Greek,1,A2,fail,1.0,0.824363,A2,fail
essay_18476f2a0126415e,test,French,6,B1,pass,7.729,0.97154,B2,pass
essay_681ac21ab4704070,test,English,3,A2,fail,2.767,0.5,A2,fail
essay_37b33a7273464966,test,Dutch,9,C1,pass,9.327,0.856775,C1,pass
essay_7161493871674f4c,test,English,4,B1,fail,3.603,0.858936,B1,fail
essay_cc64c0cebf224935,test,Turkish,6,B1,pass,5.734,0.974424,B1,pass
essay_a2302aa9b83c4557,test,Portuguese,8,B2,pass,7.597,0.697044,B2,pass
essay_7e81de06cbb14ca0,test,Turkish,2,A2,fail,2.85,0.947027,A2,fail
essay_a7dd04a838534f89,test,Greek,3,A2,fail,3.466,0.5,A2,fail
essay_2b68844242474f8c,test,Greek,2,A2,fail,2.638,0.677623,A2,fail
essay_744e7f982c604997,test,Romanian,9,C1,pass,9.52,0.733632,C1,pass
essay_ba7a4c97fb8643ff,test,Dutch,1,A2,fail,1.0,0.923237,A2,fail
essay_14583522817b4550,test,German,9,C1,pass,10.0,0.965432,C1,pass
essay_5381aabd046a4095,test,Greek,1,A2,fail,1.0,0.908889,A2,fail
essay_bb9e2c2d9d7d4de5,test,Polish,4,B1,fail,5.912,0.9989,B1,pass
essay_63b4422b18b748bc,test,Italian,6,B1,pass,7.803,0.986121,B2,pass
essay_96a653e22b654db8,test,Dutch,5,B1,pass,3.856,0.892492,B1,fail
essay_b232e5f8de5840f3,test,French,6,B1,pass,7.074,0.852109,B2,pass
essay_16ac22e0b7d94c9b,test,Spanish,6,B1,pass,5.739,0.724823,B1,pass
essay_f8a7bc43c6794fb7,test,English,2,A2,fail,1.0,0.712547,A2,fail
essay_8644bde159a04d3a,test,French,7,B2,pass,6.097,0.773841,B1,pass
essay_ea74632392914a06,test,Romanian,7,B2,pass,8.313,0.906391,B2,pass
essay_fa67a143678c4620,test,Dutch,1,A2,fail,1.0,0.939436,A2,fail
essay_4a5f9696a7424bea,test,German,4,B1,fail,2.995,0.637437,A2,fail
essay_02d9bb605cc04fa6,test,Greek,3,A2,fail,4.629,0.752493,B1,fail
essay_35eba0f23c8c429b,test,German,4,B1,fail,5.731,0.707509,B1,pass
essay_e71759d544a249bc,test,Spanish,5,B1,pass,4.849,0.88635,B1,fail
essay_07c565d6eb334521,test,Greek,3,A2,fail,2.344,0.94169,A2,fail
essay_95cf1f676fb749ef,test,Portuguese,3,A2,fail,1.189,0.605062,A2,fail
essay_72e7aba639064193,test,Spanish,2,A2,fail,1.198,0.669783,A2,fail
essay_34fde591ed444c78,test,Turkish,9,C1,pass,8.376,0.53762,B2,pass
essay_b1b8226d17c44adb,test,Turkish,3,A2,fail,2.992,0.598117,A2,fail
essay_0fa1a30cde404134,test,English,1,A2,fail,1.0,0.551593,A2,fail
essay_6a83e3620ee4434f,test,Turkish,4,B1,fail,3.655,0.927561,B1,fail
essay_3a109049036240b2,test,Polish,9,C1,pass,10.0,0.693916,C1,pass
essay_b58d4189747d481b,test,Hindi,3,A2,fail,1.829,0.909206,A2,fail
essay_d0938bbd7bbb45a1,test,English,3,A2,fail,2.894,0.669956,A2,fail
essay_0c00a9a794044b4b,test,Hindi,8,B2,pass,8.64,0.933929,C1,pass
essay_df77f46ac7dc401b,test,Italian,1,A2,fail,1.0,0.73346,A2,fail
essay_1c42b8e02c2746d7,test,Dutch,7,B2,pass,4.099,0.723063,B1,fail
essay_4074fa2132454244,test,Portuguese,8,B2,pass,7.6,0.813163,B2,pass
essay_2ba47bd5da04477e,test,English,6,B1,pass,5.86,0.852752,B1,pass
essay_d051d3684f714bca,test,Dutch,7,B2,pass,7.579,0.703871,B2,pass
essay_225e598f9bd34545,test,Hindi,4,B1,fail,4.718,0.697458,B1,fail
essay_cd0e8170b9a34f19,test,Portuguese,8,B2,pass,5.378,0.604152,B1,pass
essay_90dc3052f7ef4e98,test,Romanian,2,A2,fail,1.0,0.755085,A2,fail
essay_48848cae546e4448,test,Hindi,2,A2,fail,3.106,0.919272,A2,fail
essay_7b5fe58c5cd4404d,test,Dutch,8,B2,pass,9.471,0.851148,C1,pass
essay_7d72b4ba703a4769,test,Greek,9,C1,pass,8.256,0.755976,B2,pass
essay_276a172538874d7c,test,Greek,6,B1,pass,5.727,0.699908,B1,pass
essay_4909147452f943bf,test,Greek,5,B1,pass,5.791,0.5,B1,pass
essay_bf06881915344e1b,test,Spanish,9,C1,pass,9.064,0.64434,C1,pass
essay_196ffc79c22447af,test,Dutch,4,B1,fail,3.421,0.901063,A2,fail
essay_294a2d5e3a6c4826,test,German,7,B2,pass,6.537,0.516542,B2,pass
essay_8d2fe1f61424442a,test,Italian,5,B1,pass,6.184,0.747484,B1,pass
essay_80768ab8e00c4aa4,test,Portuguese,8,B2,pass,8.723,0.987864,C1,pass
essay_5cee781697114ac6,test,Greek,6,B1,pass,8.112,0.660482,B2,pass
essay_5e5fc38920f84284,test,Spanish,9,C1,pass,9.407,0.656188,C1,pass
essay_b48795c262f8478d,test,French,3,A2,fail,3.958,0.792943,B1,fail
essay_e3b14cab8d444a69,test,Spanish,9,C1,pass,9.519,0.816175,C1,pass
essay_a21565ddf7424090,test,Dutch,2,A2,fail,3.02,0.852007,A2,fail
essay_777f8e809b6d4922,test,Spanish,8,B2,pass,8.08,0.704032,B2,pass
essay_7b6d36539c634584,test,French,2,A2,fail,1.409,0.653576,A2,fail
essay_effb11f94e7d44d4,test,Portuguese,2,A2,fail,1.243,0.664088,A2,fail
essay_2aa5816d2ac44d4f,test,Italian,2,A2,fail,3.154,0.991543,A2,fail
essay_ba96c80fa24e44e7,test,Dutch,4,B1,fail,3.593,0.834259,B1,fail
essay_4bb9190160c84a7d,test,Romanian,1,A2,fail,1.0,0.509231,A2,fail
essay_b8f5677c8f8a4d37,test,German,3,A2,fail,2.694,0.880563,A2,fail
essay_07b2d472d28d4fc7,test,Dutch,1,A2,fail,1.235,0.816249,A2,fail
essay_c34921d451594ec5,test,Greek,3,A2,fail,3.507,0.90767,B1,fail
essay_c2e1247e410b4b66,test,Spanish,4,B1,fail,3.189,0.743471,A2,fail
essay_0205304b8bce4880,test,English,4,B1,fail,3.325,0.78963,A2,fail
essay_5cc37273d5a54424,test,Spanish,9,C1,pass,8.196,0.853699,B2,pass
essay_f75e223083624b61,test,Polish,8,B2,pass,7.398,0.951291,B2,pass
essay_ff3f3dc63c3247e0,test,Greek,8,B2,pass,8.114,0.867118,B2,pass
essay_e5b014e4b6e14216,test,Polish,9,C1,pass,9.869,0.675532,C1,pass
essay_0f8b4a728f6d422c,test,Portuguese,5,B1,pass,6.49,0.849489,B1,pass
essay_34248e7a4a164e03,test,Romanian,4,B1,fail,3.802,0.506281,B1,fail
essay_5074e1f91f0e4a94,test,Italian,8,B2,pass,8.531,0.881934,C1,pass
essay_e7264ec4efed4250,test,Turkish,3,A2,fail,2.027,0.540313,A2,fail
essay_0382f96a4ff44bf1,test,French,3,A2,fail,3.06,0.5,A2,fail
essay_c7414542b86e4e46,test,German,7,B2,pass,5.635,0.703949,B1,pass
essay_39c7b2e84a1d4a3e,test,Dutch,2,A2,fail,1.964,0.878752,A2,fail
essay_c4121b3359dd4425,test,Spanish,2,A2,fail,2.185,0.852378,A2,fail
essay_a7a72bedee4a4dd9,test,Dutch,1,A2,fail,2.795,0.838929,A2,fail
essay_333ad4fa6e8a4026,test,Dutch,6,B1,pass,5.148,0.882895,B1,pass
essay_16a29b59ae554784,test,Portuguese,7,B2,pass,7.5,0.86763,B2,pass
essay_30141abaad0142c5,test,Polish,2,A2,fail,3.036,0.683258,A2,fail
essay_fd5974371ded4601,test,Greek,4,B1,fail,4.675,0.763003,B1,fail
essay_96734c696a56463e,test,Greek,9,C1,pass,8.394,0.914646,B2,pass
essay_dbeb1f65d69f4d4d,test,Hindi,5,B1,pass,6.192,0.526883,B1,pass
essay_dfd04dc4477b43f1,test,Greek,3,A2,fail,1.0,0.861154,A2,fail
essay_9f71bbc62d2e4eaf,test,Spanish,7,B2,pass,5.994,0.917295,B1,pass
essay_d4d0c7f030e04329,test,Portuguese,2,A2,fail,1.578,0.743149,A2,fail
essay_c3fb50dc08e94c3b,test,Polish,8,B2,pass,7.131,0.904354,B2,pass
essay_b812116393da444e,test,Romanian,1,A2,fail,1.0,0.879359,A2,fail
essay_166bdcd693cf4eac,test,Spanish,6,B1,pass,4.636,0.617979,B1,fail
essay_b6ba66ab7a3f47e6,test,Portuguese,2,A2,fail,4.206,0.935424,B1,fail
essay_37092ae79bfe4c43,test,Portuguese,8,B2,pass,6.665,0.579664,B2,pass
essay_252a13a258f345d7,test,Italian,8,B2,pass,7.147,0.932885,B2,pass
essay_f069b6dc4f0f4702,test,German,8,B2,pass,9.036,0.797037,C1,pass
essay_81c34a159ab44714,test,German,3,A2,fail,2.446,0.977136,A2,fail
essay_24804f8bc5934f3c,test,Spanish,1,A2,fail,1.0,0.636258,A2,fail
essay_47899cc9b61a4bb7,test,French,1,A2,fail,1.145,0.848846,A2,fail
essay_b256581decc84eac,test,French,9,C1,pass,9.069,0.781852,C1,pass
essay_b7529d469b1b4618,test,Polish,9,C1,pass,8.885,0.796,C1,pass
essay_f34f35f1856643a5,test,Hindi,7,B2,pass,8.782,0.915916,C1,pass
essay_1198814a2a9e4910,test,Turkish,8,B2,pass,8.309,0.649293,B2,pass
essay_0b5f499cda0c4183,test,Greek,8,B2,pass,8.461,0.807745,B2,pass
essay_db32f1a7ce694690,test,French,7,B2,pass,6.712,0.958285,B2,pass
essay_b1c9a75e887f44e3,test,German,1,A2,fail,1.0,0.841337,A2,fail
essay_4a0d19efb1354ae6,test,Dutch,8,B2,pass,9.288,0.722263,C1,pass
essay_1a5a59c75e6e44bd,test,German,9,C1,pass,8.811,0.680409,C1,pass
essay_08ada434987f41cb,test,Greek,3,A2,fail,3.31,0.867033,A2,fail
essay_51af04a5b0e545fc,test,Romanian,4,B1,fail,5.208,0.708945,B1,pass
essay_a34ce4301eeb4717,test,Romanian,8,B2,pass,9.122,0.819233,C1,pass
essay_df4a91da71a74ce9,test,English,1,A2,fail,1.286,0.505198,A2,fail
essay_55ed33983d09446a,test,Portuguese,9,C1,pass,8.213,0.87301,B2,pass
essay_39c8aadfdc2b45b9,test,Turkish,9,C1,pass,8.788,0.767671,C1,pass
essay_08cbae0fc4c84914,test,Polish,4,B1,fail,2.821,0.890878,A2,fail
essay_517cbfd565a84c54,test,Hindi,6,B1,pass,6.89,0.559921,B2,pass
essay_0be48afe43f749d3,test,Greek,6,B1,pass,7.742,0.894277,B2,pass
essay_a3db0d230d8d48fa,test,German,8,B2,pass,6.931,0.544074,B2,pass
essay_c7c8a50fa62b4a24,test,Polish,6,B1,pass,5.454,0.809215,B1,pass
essay_cea8543b6e51431f,test,Hindi,6,B1,pass,5.479,0.5,B1,pass
essay_213d324e2538481f,test,Romanian,1,A2,fail,1.0,0.887689,A2,fail
essay_7dae32e94a654cfc,test,Portuguese,1,A2,fail,1.97,0.680847,A2,fail
essay_013522e5cacd4e84,test,Greek,9,C1,pass,9.4,0.803639,C1,pass
essay_28f69f4aa757427f,test,Polish,3,A2,fail,1.975,0.5,A2,fail
essay_ae9711e945504292,test,Turkish,8,B2,pass,7.942,0.722203,B2,pass
essay_7470cb1aa9fd43f1,test,German,7,B2,pass,6.228,0.750501,B1,pass
essay_e4044ccbe7924e07,test,Italian,8,B2,pass,6.915,0.762258,B2,pass
essay_2054f7da2ae94786,test,Dutch,8,B2,pass,8.438,0.747555,B2,pass
essay_568ce408fe664fbe,test,German,5,B1,pass,5.393,0.748976,B1,pass
